MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,-,-,-,-,-,-,-,18 [21],i22,-12,+5,KND,-,-,-,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,-,-,-,"high, mid",-,-,-,5 [6],i13,-18,-3,-3,-,-,-,-
-,"Face Up, Feet Towards+3+4",mid,-,-,-,low,-,-,-,20 [24],i18,-21,KND,KND,-,-,-,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,-,-,-,high,-,-,-,15 [18],i19,+2,KND,KND,-,-,-,-
-,"Face Down, Feet Away+3",low,-,-,-,high,-,-,-,10 [12],i21,-20,+1,STUN,-,-,-,-
-,"Face Down, Feet Away+4",mid,-,-,-,-,-,-,-,10 [12],i21,-19,-8,KND,-,-,-,-
-,"Face Down, Feet Away+4 (close)",mid,-,-,-,-,-,-,-,15 [18],i21,-19,KND,KND,-,-,-,-
-,(Upon Landing) f,mid,-,-,-,low,-,-,-,4,i33,-2,+3,+3,-,-,-,-
INTO EGG BOUND,,,,,,,,,,,,,,,,,,
Egg Bound,u+1+2,-,-,-,-,low,-,-,-,-,-,-,-,-,-,-,-,-
DURING EGG BOUND,,,,,,,,,,,,,,,,,,
Hatching Punch,"u+1+2, 1",mid,-,-,-,low,-,-,-,21 [25],i11,-9,KND,KND,-,-,-,-
INTO SPINNING BALL,,,,,,,,,,,,,,,,,,
Spinning Ball,f+3+4,-,-,-,-,high,-,-,-,-,-,-,-,-,-,-,-,-
-,"1+2, F",mid,-,-,-,-,-,-,-,18 [21],i19,-19,-6,-6,-,-,-,-
-,"u+1+2, F",-,-,-,-,low,-,-,-,-,-,-,-,-,-,-,-,-
-,"u/f+1+2, F",mid,-,-,-,-,-,-,-,15 [18],i16,-26,-18,-18,-,-,-,-
Rage Drive,"(During Rage) f+2+3, F","mid, mid",-,-,-,low,-,-,-,39 [44],i26,-8 (OC),KND,KND,-,-,-,-
DURING SPINNING BALL,,,,,,,,,,,,,,,,,,
Lyonnaise Break,BAL 1,mid,-,-,-,-,-,-,-,17 [20],i18,-9,+5,STUN,-,-,-,-
Galette Slicer,BAL 2,mid,-,-,-,-,-,-,-,21 [25],i23,-11,+8,S!,-,-,-,-
Snail Kick,BAL 3,high,-,-,-,high,-,-,-,30 [36],i20,+8,KND,KND,-,-,-,-
-,BAL 3+4,mid,-,-,-,-,-,-,-,28 [33],i29,-18,-1,-1,-,-,-,-
-,"BAL 3+4, B",mid,-,-,-,-,-,-,-,28 [33],i29,-18,-1,-1,-,-,-,-
Stealing Home,BAL 4,low,-,-,-,high,-,-,-,14 [16],i23,-24,KND,KND,-,-,-,-
INTO REVERSE SPINNING BALL,,,,,,,,,,,,,,,,,,
-,b+3+4,-,-,-,-,high,-,-,-,-,-,-,-,-,-,-,-,-
-,"u+1+2, B",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"u/f+1+2, B",mid,-,-,-,-,-,-,-,15 [18],-,-,-,-,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Giga Jacker,f+1+2,mid,-,-,-,-,-,-,-,25 [30],i15,-13,KND,KND,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) d/f+1+2,mid,-,-,-,-,-,-,-,55 [57],i20,-22,KND,KND,-,-,-,-
Rage Drive,(During Rage) f+2+3,"mid, mid",-,-,-,low,-,-,-,39 [44],i26,+2 (OC),KND,-,-,-,-,-
-,(During Rage) f+2+3 (second hit only),mid,-,-,-,"mid, low",-,-,-,16 [19],i40,+2 (OC),KND,KND,-,-,-,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
Sucre Tile,"1+2+3+4, 4",high,-,-,-,-,-,-,-,42,i17,!,KND,KND,-,-,-,-
Grater Langouste,"b, B+3+4 (D/B to cancel)",mid,-,-,-,low,-,-,-,60 [72],i72,!,KND,KND,-,-,-,-
Quick Langouste,"b, B+2+3",high,-,-,-,low,-,-,-,32 [38],i48,!,KND,KND,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Quarter Deck,Approach enemy... 1+3,high,1,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Cooler Shaker,Approach enemy... 2+4,high,1,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Quarter Deck,Approach enemy... f+1+3,high,1.5,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
Cooler Shaker,Approach enemy... f+2+4,high,1.5,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
Flying Cask,"Approach enemy... f, F+1+2",high,1.5,-,-,-,-,-,-,30,i12,+3,KND,-,-,-,-,-
Corkscrew,Approach from left side... 1+3 (or 2+4),high,1,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Eye Opener,Approach from right side... 1+3 (or 2+4),high,1,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Déglacer Throw,Approach from behind... 1+3 (or 2+4),high,1,-,-,-,-,-,-,50,i12,-,KND,-,-,-,-,-
Spinning Death,"FC d/f, d, d/f+1+2",high,1,-,-,-,-,-,-,30,i11,+3,KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",mid,-,-,-,high,-,-,-,5,i16,-5 (BT),KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,COMMAND,,,,,,,,,,,,,,,,,
-,"f, n, d, D/F",-,-,-,-,high,-,-,-,-,-,-,-,-,-,-,-,-
-,"1+2+3+4, 1+2",-,-,-,-,low,-,-,-,-,-,-,-,-,-,-,-,-
