MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
-,HAZ F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
DURING SHADOW SPRINT,,,,,,,,,,,,,,,,,,
Fatal Elbow,qcf+1,-,-,-,-,-,-,-,-,-,i19,-9,+4,LAUNCH,-,-,-,-
Buzzsaw,qcf+2,-,-,-,-,-,-,-,-,-,i27,-17,LAUNCH,LAUNCH,-,-,-,-
Laevateinn,qcf+2~1 or d/f+1+2,-,-,-,-,-,-,-,WALL BOUNCE,-,i20,-12,KND,KND,-,-,-,-
Poison Needle,qcf+3,-,-,-,-,-,-,-,-,-,i16,-7,+4,+4,-,-,-,-
Poison Needle to Blind Ghost,qcf+3:4,-,-,-,-,-,-,-,-,-,i16,-,KND,KND,-,-,-,-
Hellhound,qcf+1+2,-,-,-,-,-,-,-,-,-,i24,-9,KND,KND,-,-,-,-
-,Time with enemy attack... qcf+1+2,mid,-,0,-,-,-,-,,-,-,-,-,-,-,-,-,-
INTO WHITE HOLE,,,,,,,,,,,,,,,,,,
Deathbringer Low to White Hole,"u+3, d+3, U",-,-,-,-,-,-,-,-,-,i26,-40,+4,-,-,-,-,-
Chakram White Hole,"u/f+3+4, f+4, U",-,-,-,-,-,-,-,-,-,i23,-58,-27,-,-,-,-,-
Pendulum Kick to White Hole,"d/f+4, 4, U",-,-,-,-,-,-,-,-,-,i15,-34,+22,-,-,-,-,-
Missing Talon to White Hole,"b+2, 4, U",-,-,-,-,-,-,-,-,-,i15,-23,-12,-,-,-,-,-
Skull Rave White Hole,"b+4, B+4, 3, f+4, U",-,-,-,-,-,-,-,-,-,i14,-63,-52,-,-,-,-,-
Fafnir White Hole,"LAB 3, 4, U",-,-,-,-,-,-,-,-,-,i10,-28,-27,-,-,-,-,-
Massacre to White Hole,"LAB f+2, 4, U",-,-,-,-,-,-,-,-,-,i17,-23,-12,-,-,-,-,-
White Hole,HAZ U,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Alondite,f+1+2,-,-,-,-,-,-,-,-,-,i22,-14,KND,KND,,-,-,
Crusader,LAB 1+2,-,-,-,-,-,-,-,-,-,i15,-13,KND,KND,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) d/b+3+4,-,-,-,-,-,-,-,-,-,i20,-22,KND,KND,-,-,-,-
-,(During Rage) f+3+4,-,-,-,-,-,-,-,-,-,i15,+5,KND,KND,-,-,-,-
Rage Drive 1,(During Rage) f+3+4:2,-,-,-,-,-,-,-,-,-,i15,-,S!,S!,-,-,-,-
Rage Drive 2,(During Rage) f+3+4:d+2,-,-,-,-,-,-,-,-,-,i15,-,KND,KND,-,-,-,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
Pandora Spin,"u/b, b+3+4",-,-,-,-,-,-,-,-,-,i35,!,KND,KND,-,-,-,-
Dead End,"1+2+3+4, b, f+1+2",-,-,-,-,-,-,-,-,-,i59,!,KND,KND,-,-,-,-
Death from Above,HAZ 2,-,-,-,-,-,-,-,-,-,i45,!,KND,KND,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Grave Digger,Approach enemy... 1+3,-,-,-,-,-,-,-,-,-,i12,-6,KND,-,-,-,-,-
Salamander,Approach enemy... 2+4,-,-,-,-,-,-,-,-,-,i12,-3,KND,-,-,-,-,-
Grave Digger,Approach enemy... f+1+3,-,-,-,-,-,-,-,-,-,i15,-6,KND,-,-,-,-,-
Salamander,Approach enemy... f+2+4,-,-,-,-,-,-,-,-,-,i15,-3,KND,-,-,-,-,-
Undertaker,"Approach enemy... hcb, f+1+2",-,-,-,-,-,-,-,-,-,i12,0,KND,-,-,-,-,-
Orbiting Moon,Approach enemy... d/f+1+4,-,-,-,-,-,-,-,-,-,i11,-2,KND,-,-,-,-,-
Ultimate Tackle,d/b+1+2,-,-,-,-,-,-,-,-,-,i26,-5 (BT),KND,-,-,-,-,-
Neck Ringer,Approach from left side... 1+3 (or 2+4),-,-,-,-,-,-,-,-,-,12,-3,KND,-,-,-,-,-
Swift Assassin,Approach from right side...  1+3 (or 2+4),-,-,-,-,-,-,-,-,-,i12,-3,KND,-,-,-,-,-
Dark Matter,Approach from behind... 1+3 (or f+1+3),-,-,-,-,-,-,-,-,-,i12,-,KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",-,-,-,-,-,-,-,-,-,i16,-5 (BT),KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
Ultimate Punch,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
Instant While Standing,"d, d/f, n + (x) or d, d/b, n + (x)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-6,-,-
Instant While Standing from Crouch Dash,"d, d/f, n + (x) or d, d/b, n + (x)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-10,-,-
Shadow Sprint,qcf,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-15,-,-
Back Flip,"u/b, b",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-35,-,-
Charge,1+2+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-50,-,-
Crouch Dash,"FC d/f, d, d/f",-,-,-,-,low,-,-,-,-,-,-,-,-,-,-15,-,-
BT Utsusemi Escape,(LAB) b+1+3 (or b+2+4),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-
