MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
German Suplex,Approach from behind... 1+3 (or f+1+3),high,-,-,-,-,-,-,-,55,i12,-,KND,-,-,-,-,-
Calf Branding,Approach from behind... 2+4 (or f+2+4),high,-,-,-,-,-,-,-,55,i12,-,KND,-,-,-,-,-
Wild Stallion,Approach (crouching enemy) d+1+3,mid,-,-,-,-,-,-,-,40,i13,0,KND,-,-,-,-,-
Bulldog,Approach (crouching enemy) d+2+4,mid,-,-,-,-,-,-,-,40,i13,0,KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",mid,-,-,-,high,-,-,-,5,i16,-5 (BT),KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
Taunt,1+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Welcome,2+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
