MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
10 Hit Combo 3,"WS 2, 1, 1, 3","mid, high, mid, mid",1.5,0.5,-,-,NO,NO,WALL BREAK / SPLAT,46,i13,-20,KND,-,-,-,-,-
-,"Face Up, Feet Towards+3 or (After Rolling Forward)",low,1,1,SSL / SSR,"high, mid",-,-,-,10 [12],i22,-12,+5,STUN,FLOAT,-29,1,-
-,"Face Up, Feet Towards+4 or (After Rolling Forward)",mid,1,1.5,SSL,-,-,-,WALL BREAK / SPLAT,18 [21],i22,-12,+5,KND,FLOAT,-29,1,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,0,1.5,SSR,"high, mid",-,-,-,4,i13,-16,-3,-3,FLOAT,-34,1,-
-,"Face Up, Feet Towards+3+4",mid,0,0,-,low,-,-,WALL BREAK / SPLAT,20 [24],i19,-21,KND,KND,FLOAT,-26,12,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,5,0,-,high,-,-,WALL BREAK / SPLAT,15 [18],i19,+2,KND,KND,FLOAT,-42,6,-
-,"Face Down, Feet Away+3",low,1,0.25,SSL / SSR,"high, mid",-,-,-,10 [12],i21,-20,+1,STUN,FLOAT,-35,1,-
-,"Face Down, Feet Away+4 (close)",mid,1,2,-,-,-,-,WALL BREAK / SPLAT,15 [18],i21,-19,KND,KND,FLOAT,-37,1,-
-,"Face Down, Feet Away+4 (far)",mid,1,2,-,-,-,-,[WALL BREAK / SPLAT],10 [12],i21,-19,-8,KND,FLOAT,-37,1,-
-,(Upon Landing) f,mid,0,0,-,-,-,-,-,4,i33,-2,+3,+3,FLOAT,-13,4,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Exorcisor,f+1+2,high,2,1,-,-,-,-,-,26 [31],i15,-9,KND,KND,FLOAT,-35,2,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art, (During Rage) d/f+1+2,mid,2.5,0,SWL / SWR,-,-,-,-,55 [57],i20,-22,KND,KND,ACTIVATE,-45,1,-
Rage Drive,"(During Rage) f, F+1+2",mid,2.5,0.25,-,-,-,-,-,30 [36],i21,+11,KND,KND,KND,-30,2,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
-,"1, 2, 3*",mid,1.5,-,-,-,-,-,WALL BREAK / SPLAT,28 [33],i12,!,KND,KND,S!,-19,2,-
-,f+3*,mid,1.5,-,-,-,-,-,WALL BREAK / SPLAT,28 [33],i12,!,KND,KND,S!,-19,2,-
THROWS,,,,,,,,,,,,,,,,,,
Aki Nage,Approach enemy... 1+3,high throw,1.5,-,-,-,-,-,FLOOR BREAK,35,i12,-2,KND,-,-,-24,3,-
Katanuki,Approach enemy... 2+4,high throw,1.5,-,-,-,-,-,-,35,i12,-2,KND,-,-,-24,3,-
Aki Nage,Approach enemy... f+1+3,high throw,2,-,-,-,-,-,FLOOR BREAK,35,i15,-2,KND,-,-,-32,3,-
Katanuki,Approach enemy... f+2+4,high throw,2,-,-,-,-,-,-,35,i15,-2,KND,-,-,-32,3,-
White Mountain,Approach enemy... d/f+2+3,high throw,1.5,-,-,-,-,-,FLOOR BREAK,40,i12,+7,KND,-,-,-26,1,-
Destabilizer,Approach enemy... d/b+1+2,high throw,2,-,-,-,-,-,-,-,i12,!,+8,-,-,-19,2,-
Cherry Blossom,Approach enemy... b+1+2,high throw,1,-,-,-,-,-,-,40,i12,-3,KND,-,-,-26,1,-
Cloud Taste,Approach from left side... 1+3 (or 2+4),high throw,1.5,-,-,-,-,-,-,40,i12,-2,KND,-,-,-24,3,-
Wind Wheel,Approach from right side... 1+3 (or 2+4),high throw,1.5,-,-,-,-,-,-,40,i12,-2,KND,-,-,-24,3,-
Twisted Limbs,Approach from behind... 1+3 (or 2+4),high throw,1.5,-,-,-,-,-,-,50,i12,!,KND,-,-,-24,3,-
Falling Rain,"FC d/f, d, d/f+1+2",high throw,1.5,-,-,-,-,-,-,45,i11,+3,KND,-,-,-26,2,-
-,"WR f, f, F (Mid Screen)",mid throw,0,-,-,-,-,-,-,5,i16,-5 (BT),KND,-,-,-32,1,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,COMMAND,HIT LEVEL,,,,,,,,,,,,,,,,
-,"u/b, b",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-30,-,-
Attack Reversal,Time with enemy attack... b+1+3 (or b+2+4),-,-,-,-,-,-,-,-,28 [30],-,-,-,-,-,-44,-,-
