MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
-,"INS 2, D/B+2, 2, 2","mid, mid, mid, mid",-,-,-,-,-,-,-,"7 [8], 6, 5, 4",i10,-9,+2,-,-,-,-,-
Indian Stance Stone Fists,"INS 2, D/B+2, 2, 2, 2","mid, mid, mid, mid, mid",-,-,-,-,-,-,-,"7 [8], 6, 5, 4, 3",i10,FUFT,+2,-,-,-,-,-
-,INS 3,mid,-,-,-,low*,-,-,-,15 [18],i48,-31,KND,KND,-,-,-,-
Indian Stance Cannon,"INS 3, 3+4","mid, mid",-,-,-,high*,-,-,-,"15 [18], 14",i48,-13,KND,-,-,-,-,-
-,"INS (3), 3+4",mid,-,-,-,high*,-,-,-,20 [24],i27,-13,LAUNCH,LAUNCH,-,-,-,-
Indian Stance Knee Cap,INS 4,low,-,-,-,high*,-,-,-,18 [21],i18,-26,4,STUN,-,-,-,-
INTO KINCHO,,,,,,,,,,,,,,,,,,
Kincho,1+2 (or FC 1+2),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,After a successful parry...,-,-,-,-,-,-,-,-,-,i29,+4,KND,KND,-,-,-,-
-,"2, 2, 1+2","high, high",-,-,-,-,-,-,-,"10 [12], 8",i10,-34,-28,-28,-,-,-,-
-,"f, n, d, d/f+1, 1+2",mid,-,-,-,-,-,-,-,22 [26],i17,-48,LAUNCH,LAUNCH,-,-,-,-
-,"f, F+3, 1+2",mid,-,-,-,-,-,-,-,25 [30],i23,-37,-28,STUN,-,-,-,-
-,"b+2, 1+2",mid,-,-,-,-,-,-,-,12 [14],i14,-47,-36,-36,-,-,-,-
-,"b+2, 1, 1+2","mid, mid",-,-,-,-,-,-,-,"12 [14], 20",i14,-48,LAUNCH,LAUNCH,-,-,-,-
-,"SS 4, 1+2",high,-,-,-,-,-,-,-,23 [27],i16,-35,KND,KND,-,-,-,-
-,"KIN 4, 1+2",high,-,-,-,-,-,-,-,23 [27],i16,-35,KND,KND,-,-,-,-
STAY IN KINCHO,,,,,,,,,,,,,,,,,,
-,KIN F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EXIT KINCHO,,,,,,,,,,,,,,,,,,
-,KIN D,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,KIN 1,mid,-,-,-,-,-,-,-,10 [12],i17,-12,-1,-1,-,-,-,-
Doushi Kiri,"KIN 1, 1","mid, mid, mid",-,-,-,-,-,-,-,"10 [12], 5, 15",i17,-9,+7 (OC),-,-,-,-,-
-,"KIN (1), 1","mid, mid",-,-,-,-,-,-,-,"5 [6], 15",i23,-9,+7 (OC),+7 (OC),-,-,-,-
-,KIN 2,mid,-,-,-,-,-,-,-,15 [18],i12,-14,LAUNCH,LAUNCH,-,-,-,-
Tenshu Kuzushi,"KIN 2, 1+2","mid, mid",-,-,-,-,-,-,-,"15 [18], 30",i21,-18,KND,-,-,-,-,-
-,"KIN (2), 1+2",mid,-,-,-,-,-,-,-,30 [36],i32,-18,LAUNCH,LAUNCH,-,-,-,-
-,"KIN 2, 1+2*","mid, mid",-,-,-,-,-,-,-,"15 [18], 30",i23,-1,KND,KND,-,-,-,-
Shibakari,KIN 3,low,-,-,-,low*,-,-,-,30 [36],i25,-16,KND,KND,-,-,-,-
Whirlwind,KIN 4 or SS 4,high,-,-,-,-,-,-,-,23 [27],i16,0,KND,KND,-,-,-,-
Ashura Blade,KIN 1+2,"mid, mid, mid, mid",-,-,-,-,-,-,-,"4, 4, 4, 24",i12,-6,KND,KND,-,-,-,-
Ganto,KIN f+2,high,-,-,-,-,-,-,-,25 [30],i12,-13,KND,KND,-,-,-,-
INTO MANJI DRAGONFLY,,,,,,,,,,,,,,,,,,
-,"3~4, U or U/F or U/B","mid, mid",-,-,-,low*,-,-,-,"12 [14], 16 [19]",-,-,-,-,-,-,-,-
Manji Dragonfly,u+1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Scowling Moon God,"WS 2, 1","mid, mid",-,-,-,-,-,-,-,"13 [15], 14",i15,-3,LAUNCH,-,-,-,-,-
-,"WS (2), 1",mid,-,-,-,-,-,-,-,14 [16],i27,-3,LAUNCH,LAUNCH,-,-,-,-
-,(During Death Copter) 1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"(During Death Copter) b, n+1+2",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Flea to Manji Dragonfly,FLE u+1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Indian Stance Manji Dragonfly,INS u+1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kincho Dragonfly,KIN u+1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,(During Poison Wind) 1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
STAY IN MANJI DRAGONFLY,,,,,,,,,,,,,,,,,,
-,DGF f or b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dragonfly Fist,DGF 2,high,-,-,-,low*,-,-,-,15 [18],i16,+4,LAUNCH,LAUNCH,-,-,-,-
Dragonfly Slash,DGF f+2,high,-,-,-,low*,-,-,-,23 [27],i20,+7,KND,KND,-,-,-,-
EXIT MANJI DRAGONFLY,,,,,,,,,,,,,,,,,,
-,"DGF d/f (or, d, d/b)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dragonfly Blade,DGF 1,mid!,-,-,-,low*,-,-,-,15 [18],i30,!,0 (OC),0 (OC),-,-,-,-
Dragonfly Sweep,DGF 3,low,-,-,-,low*,-,-,-,18 [21],i22,-13,+6,STUN,-,-,-,-
Dragonfly Twister,DGF 4,mid,-,-,-,low*,-,-,-,25 [30],i19,-4,+14,S!,-,-,-,-
INTO MEDITATION,,,,,,,,,,,,,,,,,,
Meditation,3+4 (or BT 3+4),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"SS 4, 3+4",high,-,-,-,-,-,-,-,23 [27],i16,-1,KND,KND,-,-,-,-
-,"KIN 4, 3+4",high,-,-,-,-,-,-,-,23 [27],i16,-1,KND,KND,-,-,-,-
STAY IN MEDITATION,,,,,,,,,,,,,,,,,,
-,MED f (or b),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EXIT MEDITATION,,,,,,,,,,,,,,,,,,
Back Handspring,MED 3,mid,-,-,-,low*,-,-,-,15 [18],i28,+5,KND,KND,-,-,-,-
INTO MUTOU NO KIWAMI,,,,,,,,,,,,,,,,,,
Mutou no Kiwami,2+3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
STAY IN MUTOU NO KIWAMI,,,,,,,,,,,,,,,,,,
-,NSS 1,high,-,-,-,-,-,-,-,7 [8],i10,+1,+8,+8,-,-,-,-
-,"NSS 1, 2","high, mid",-,-,-,-,-,-,-,"7 [8], 8",i10,-9,-2,-,-,-,-,-
-,"NSS (1), 2",mid,-,-,-,-,-,-,-,8 [9],i15,-9,-2,-2,-,-,-,-
-,"NSS 1, 2, 1","high, mid, mid",-,-,-,-,-,-,-,"7 [8], 8, 6",i10,-12,-1,-,-,-,-,-
-,"NSS (1), 2, 1","mid, mid",-,-,-,-,-,-,-,"8 [9], 6",i15,-12,-1,-,-,-,-,-
-,"NSS (1), (2), 1",mid,-,-,-,-,-,-,-,6 [7],i23,-12,-1,-1,-,-,-,-
-,NSS 2,high,-,-,-,-,-,-,-,10 [12],i10,-1,+8,+8,-,-,-,-
Karakuri Uzumaki,"NSS 2, 1","high, high, high",-,-,-,-,-,-,-,"10 [12], 5, 15",i10,-5,KND,-,-,-,-,-
-,"NSS (2), 1","high, high",-,-,-,-,-,-,-,"5 [6], 15",i23,-5,KND,KND,-,-,-,-
-,NSS 1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Utsusemi,"NSS 1+2, 1",mid,-,-,-,-,-,-,-,15 [18],i16,-8,KND,KND,-,-,-,-
-,NSS 1+2+3,high,-,-,-,-,-,-,-,25 [30],i22,-18,KND,KND,-,-,-,-
-,NSS u/f+1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,NSS u/f+3+4,mid,-,-,-,low,-,-,-,20 [24],i31,-16,KND,KND,-,-,-,-
-,"NSS u/f+3+4, b+1","mid, high",-,-,-,-,-,-,-,"20 [24], 5",i31,-1,KND,-,-,-,-,-
-,"NSS u/f+3+4, b+1, 4","mid, high, mid",-,-,-,high*,-,-,-,"20 [24], 5, 9",i31,-14,KND,-,-,-,-,-
-,"NSS u/f+3+4, b+1, 4, d+1","mid, high, mid, mid",-,-,-,-,-,-,-,"20 [24], 5, 9, 15",i31,-9,KND,-,-,-,-,-
-,NSS d/f+1,mid,-,-,-,-,-,-,-,14 [16],i13,-4,+5,+5,-,-,-,-
-,NSS d/f+3,mid,-,-,-,-,-,-,-,10 [12],i17,-4,+4,+4,-,-,-,-
-,"NSS d/f+3, 1","mid, mid",-,-,-,-,-,-,-,"10 [12], 12",i17,-5,+5 (OC),-,-,-,-,-
-,"NSS (d/f+3), 1",mid,-,-,-,-,-,-,-,12 [14],i23,-5,+5 (OC),KND,-,-,-,-
-,NSS d+1,mid,-,-,-,-,-,-,-,15 [18],i24,-7,0 (OC),KND,-,-,-,-
-,NSS d+1+4,-,-,-,-,-,-,-,-,-,i16,-9,0,0,-,-,-,-
-,NSS d+2,mid,-,-,-,-,-,-,-,12 [14],i16,-9,+10,-,-,-,-,-
-,"NSS d+2, 1","mid, high",-,-,-,-,-,-,-,"12 [14], 18",i27,-9,+10,+10,-,-,-,-
-,NSS qcf+1,mid,-,-,-,"low, mid, high*",-,-,-,30 [36],i53,-8,KND,KND,-,-,-,-
Prison Gate,NSS f+1+2,mid,-,-,-,high*,-,-,-,25 [30],i16,-13,KND,KND,-,-,-,-
-,NSS d/b+2,mid,-,-,-,-,-,-,-,8 [9],i15,-5,+6,+6,-,-,-,-
-,NSS b+2,mid,-,-,-,-,-,-,-,12 [14],i14,-9,+2,+2,-,-,-,-
-,"NSS b+2, 2","mid, high",-,-,-,-,-,-,-,"12 [14], 18",i14,-10,0,-,-,-,-,-
-,"NSS (b+2), 2",high,-,-,-,-,-,-,-,18 [21],i22,-10,0,0,-,-,-,-
-,"NSS b, B+1+4, B",mid,-,-,-,high*,-,-,-,21 [25],i22,-15,STUN,STUN,-,-,-,-
-,"NSS u/b+1+2, 1+2",high,-,-,-,-,-,-,-,15 [18],,-,-,-,-,-,-,-
-,"NSS WS 2, 1, 3","mid, high, high",-,-,-,-,-,-,-,"13 [15], 16, 25",i15,-7,KND,-,-,-,-,-
-,"NSS WS (2), 1, 3","high, high",-,-,-,-,-,-,-,"16 [19], 25",i19,-7,KND,-,-,-,-,-
-,"NSS WS (2), (1), 3",high,-,-,-,-,-,-,-,25 [30],i25,-7,KND,KND,-,-,-,-
-,NSS FC D/F+1,low,-,-,-,high,-,-,-,12 [14],i25,-16,STUN,STUN,-,-,-,-
Agonbaku,"NSS FC D/F+1, 2","low, low",-,-,-,high,-,-,-,"12 [14], 14",i25,-14,+14,-,-,-,-,-
-,"NSS FC (D/F+1), 2",low,-,-,-,high,-,-,-,20 [24],i26,-14,+14,+14,-,-,-,-
Spinning Cleave,NSS FC D/F+3,low,-,-,-,high,-,-,-,12 [14],i16,-26,STUN,STUN,-,-,-,-
EXIT MUTOU NO KIWAMI,,,,,,,,,,,,,,,,,,
Battou,NSS 2+3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"NSS 4~1 (or 1+4, FC 1+2)",mid,-,-,-,-,-,-,-,21 [25],i8,-16,KND,KND,-,-,-,-
INTO SLAP U SILLY,,,,,,,,,,,,,,,,,,
-,b+1,high,-,-,-,-,-,-,-,5 [6],i17,+1,+7,+12,-,-,-,-
-,"b+1, 1","high, high",-,-,-,-,-,-,-,"5 [6], 8",i17,+4,+5,+5,-,-,-,-
-,"b+1, 1, 1",-,-,-,-,-,-,-,-,"5 [6], 8, 8",i17,+4,+5,+5,-,-,-,-
-,"b+1, 1, 1, 1",-,-,-,-,-,-,-,-,"5 [6], 8, 8, 5",i17,+4,+5,+5,-,-,-,-
-,"b+1, 1, 1, 1, 1",-,-,-,-,-,-,-,-,"5 [6], 8, 8, 5, 5",i17,+4,+5,+5,-,-,-,-
Slap U Silly,"b+1, 1, 1, 1, 1, 1","high, high, high, high, high, high",-,-,-,-,-,-,-,"5 [6], 8, 8, 5, 5, 5",i17,FUFT,FUFT,-,-,-,-,-
DURING SLAP U SILLY,,,,,,,,,,,,,,,,,,
-,(During Slap U Silly) d/b+3,low,-,-,-,high,-,-,-,7 [8],ci13,-20,-9,-9,-,-,-,-
INTO SPINNING EVADE,,,,,,,,,,,,,,,,,,
Spinning Evade (Left),B+3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Spinning Evade (Right),B+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"WS 1, 1, b+3","mid, high",-,-,-,-,-,-,-,"12 [14], 12",-,-,-,-,-,-,-,-
-,"WS 1, 1, b+4","mid, high",-,-,-,-,-,-,-,"12 [14], 12",-,-,-,-,-,-,-,-
Slap U Silly to Side Spin (Left),(During Slap U Silly) b+3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Slap U Silly to Side Spin (Right),(During Slap U Silly) b+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Kamikaze,f+3+4,"mid, mid, mid, mid",-,-,-,-,-,-,-,"20 [24], 2, 1, 1, 2",i21,-14,KND,KND,-,-,-,-
Kamikaze,NSS f+3+4,mid,-,-,-,-,-,-,-,20 [24],i21,-14,KND,KND,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) b+1+2,mid,-,-,-,-,-,-,-,55 [57],i21,-22,KND,KND,-,-,-,-
Supreme Soul Stealer,(During Rage) Time with enemy attack... u/b+1+4,mid,-,-,-,-,-,-,-,20 [24],-,-,STUN,STUN,-,-,-,-
Rage Drive,"(During Rage) f, n, d, d/f+1+2",mid,-,-,-,-,-,-,-,35 [42],i14,+2,S!,S!,-,-,-,-
UNBLOCKABLE ATTACKS,,,,,,,,,,,,,,,,,,
Death Copter,u/f+1+2,mid,-,-,-,low,-,-,-,40 [48],i113,!,KND,-,-,-,-,-
Death Copter Slice,"u/f+1+2, d",mid,-,-,-,low,-,-,-,20 [24],i23,!,+4,+4,-,-,-,-
Death Copter Slice (halfway),"u/f+1+2, d",mid,-,-,-,low,-,-,-,30 [36],i23,!,+4,+4,-,-,-,-
Death Copter Trick,"u/f+1+2, b",mid,-,-,-,low,-,-,-,35 [42],i62,!,KND,KND,-,-,-,-
Suicide,"f, F+1+4",mid,-,-,-,-,-,-,-,60 [72],i25,!,KND,KND,-,-,-,-
Double Suicide,"f, F+1+4, F",mid,-,-,-,-,-,-,-,185 [222],i25,!,KND,KND,-,-,-,-
-,"(d/f+3), 1* (1 step)","mid, mid!",-,-,-,-,-,-,-,20,-,!,KND,KND,-,-,-,-
-,"(d/f+3), 1* (2 steps)","mid, mid!",-,-,-,-,-,-,-,25,-,!,KND,KND,-,-,-,-
-,"(d/f+3), 1* (3 steps)","mid, mid!",-,-,-,-,-,-,-,30,-,!,KND,KND,-,-,-,-
-,"(d/f+3), 1* (4steps)","mid, mid!",-,-,-,-,-,-,-,40,-,!,KND,KND,-,-,-,-
-,"(d/f+3), 1* (5 steps)","mid, mid!",-,-,-,-,-,-,-,60,-,!,KND,KND,-,-,-,-
-,"(d/f+3), 1* (6 steps)","mid, mid!",-,-,-,-,-,-,-,180,-,!,KND,KND,-,-,-,-
Death Slash (After One Step),"d+1* (1 step), n",mid,-,-,-,-,-,-,-,20 [24],i14,!,KND,KND,-,-,-,-
-,"d+1* (2 steps), n",mid,-,-,-,-,-,-,-,25 [30],i14,!,KND,KND,-,-,-,-
-,"d+1* (3 steps), n",mid,-,-,-,-,-,-,-,30 [36],i14,!,KND,KND,-,-,-,-
-,"d+1* (4 steps), n",mid,-,-,-,-,-,-,-,40 [48],i14,!,KND,KND,-,-,-,-
-,"d+1* (5 steps), n",mid,-,-,-,-,-,-,-,60 [12],i14,!,GROUND BOUNCE,GROUND BOUNCE,-,-,-,-
-,"d+1* (6 steps), n",mid,-,-,-,-,-,-,-,180 [216],i14,!,GROUND BOUNCE,GROUND BOUNCE,-,-,-,-
Harakiri,d+1+4,mid,-,-,-,-,-,-,-,-,-,!,-,-,-,-,-,-
-,"d+1+4, B+1",-,-,-,-,-,-,-,-,18 [21],-,!,KND,-,-,-,-,-
-,"d+1+4, B+1, 1",-,-,-,-,-,-,-,-,20 [24],-,!,KND,-,-,-,-,-
-,"d+1+4, B+1, 1, 1",-,-,-,-,-,-,-,-,21 [25],-,!,KND,-,-,-,-,-
-,"d+1+4, B+1, 1, 1, 1",-,-,-,-,-,-,-,-,28 [33],-,!,KND,-,-,-,-,-
Harakiri to Manji Blood Dance,"d+1+4, B+1, 1, 1, 1, 1",-,-,-,-,-,-,-,-,30 [36],-,!,KND,-,-,-,-,-
Moonsault Slayer,qcf+1,mid,-,-,-,"low, mid, high*",-,-,-,25 [30],i58,!,0 (OC),0 (OC),-,-,-,-
Thunder Blade,"b, B+1+4",mid,-,-,-,-,-,-,-,50 [60],i22,!,STUN,STUN,-,-,-,-
Sword Stab,u/b+1+2,mid,-,-,-,-,-,-,-,40 [48],i50,!,KND,KND,-,-,-,-
Face Splitter,"u/b+1+2, 1+2",high,-,-,-,-,-,-,-,18 [21],i18,!,STUN,STUN,-,-,-,-
Sword Poke Windmill,"u/b+1+2, n, 1",mid,-,-,-,-,-,-,-,20 [24],i20,!,KND,KND,-,-,-,-
Samurai Cutter,"FC D/F+1 or d/b, b+1",low,-,-,-,high,-,-,-,12 [14],i26,!,STUN,STUN,-,-,-,-
Poison Breath,BDS 1 (or 2),high,-,-,-,-,-,-,-,25 [30],i21,!,STUN,STUN,-,-,-,-
Jumping Flea,FLE u/f,mid,-,-,-,-,-,-,-,21 [25],i30,!,KND,KND,-,-,-,-
Indian Stance Storm,INS 1,mid,-,-,-,"low, mid",-,-,-,15 [18],i57,!,+1(OC),+1(OC),-,-,-,-
Mumyo Juji Ken,KIN b+1+2,mid,-,-,-,high*,-,-,-,25 [30],i46,!,KND,KND,-,-,-,-
Meditation Healing,MED 1+2,mid,-,-,-,-,-,-,-,10 [12],i20,!,KND,KND,-,-,-,-
-,MED 1+4,mid,-,-,-,-,-,-,-,60 [72],i29,!,KND,KND,-,-,-,-
Spirited Away,DGF 3+4,high,-,-,-,low,-,-,-,35 [38],i20,!,KND,KND,-,-,-,-
-,"NSS b, B+1+4",mid,-,-,-,-,-,-,-,40 [48],i65,!,KND,KND,-,-,-,-
-,NSS u/b+1+2,mid,-,-,-,-,-,-,-,50 [60],i50,!,KND,KND,-,-,-,-
-,"NSS u/b+1+2, 1",high,-,-,-,-,-,-,-,40 [48],i20,!,KND,KND,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Oni Killer,Approach enemy... 1+3,high throw,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Sword Face Smash,Approach enemy... 2+4,high throw,-,-,-,-,-,-,-,35,i12,0 (ST),KND,-,-,-,-,-
Oni Killer,Approach enemy... f+1+3,high throw,-,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
Sword Face Smash,Approach enemy... f+2+4,high throw,-,-,-,-,-,-,-,35,i15,0 (ST),KND,-,-,-,-,-
Soul Siphon,Approach enemy... qcf+2,high throw,-,-,-,-,-,-,-,22,i15,-,0,-,-,-,-,-
Rainbow Drop,Approach enemy... qcb+1+2,high throw,-,-,-,-,-,-,-,50,i11,0,KND,-,-,-,-,-
Soul Possession,"Approach enemy... qcb, f+2",high throw,-,-,-,-,-,-,-,-,i15,-,0,-,-,-,-,-
Wheels of Hell,Approach from left side... 1+3 or 2+4,high throw,-,-,-,-,-,-,-,45,i12,-3,KND,-,-,-,-,-
Neck Breaker,Approach from right side...  1+3 or 2+4,high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Tornado Drop,Approach from behind... 1+3 or 2+4,high throw,-,-,-,-,-,-,-,50,i12,-,KND,-,-,-,-,-
-,MED 2+3,high throw,-,-,-,-,-,-,-,22,i15,-,0,-,-,-,-,-
-,"MED 2+3, F",high throw,-,-,-,-,-,-,-,-,i15,-,0,-,-,-,-,-
-,MED 2+4,high throw,-,-,-,-,-,-,-,35,i12,0 (ST),KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",mid,-,-,-,-,-,-,-,5,i16,-5 (BT),KND,-,-,-,-,-
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,25,-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
-,"u/b, b",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
