MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
Rear Cross Punch to Mist Step,"b+2, f, n",high,-,-,-,-,-,-,-,13 [15],i14,-13,-7,-7,-,-,-,-
Stinging Rush to Mist Step,"b+3, 3, f, n","low, high",-,-,-,-,-,-,-,"9 [10], 15",i15,-46,-16,-,-,-,-,-
-,HMS f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"HMS 1, 1, f, n",high,-,-,-,-,-,-,-,10 [12],i12,-25,-18,-,-,-,-,-
DURING MIST STEP,,,,,,,,,,,,,,,,,,
Sway,"MS b, n",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Spinning Axe Kick,"MS b, n, 4",low,-,-,-,-,-,-,-,18 [21],i21,-13,+3,STUN,-,-,-,-
-,MS 3,mid,-,-,-,-,-,-,-,10 [12],i15,-12,-1,-1,-,-,-,-
Inverted Axle,"MS 3, 4","mid, mid",-,-,-,-,-,-,-,"10 [12], 10",i15,-13,LAUNCH,LAUNCH,-,-,-,-
Lee Sliding,MS 3+4,low,-,-,-,-,-,-,-,17 [20],i29,-35,KND,KND,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Mist Flash,b+3+4,mid,-,-,-,-,-,-,-,25 [30],-,-,-,-,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) d+1+2 (or HMS),mid,-,-,-,-,-,-,-,55 [57],i20,-22,KND,KND,-,-,-,-
-,(During Rage) d/f+3+4,mid,-,-,-,-,-,-,-,25 [30],i16,-1,S!,S!,-,-,-,-
Rage Drive,"(During Rage) d/f+3+4, f, n",mid,-,-,-,-,-,-,-,25 [30],i16,-18,S!,S!,-,-,-,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
Silver Cyclone,d+3+4,high,-,-,-,-,-,-,-,60 [72],i60,!,KND,KND,-,-,-,-
Death Touch,"d/b+1+2 (u, u, to cancel)","mid, mid",-,-,-,-,-,-,-,"20 [24], 30",i25,!,KND,KND,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Mist Trap Throw,3~3:4,high throw,-,-,-,-,-,-,-,38,i17,-,KND,-,-,-,-,-
Forearm Drop,Approach enemy... 1+3,high throw,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Axle Throw,Approach enemy... 2+4,high throw,-,-,-,-,-,-,-,35,i12,-6,KND,-,-,-,-,-
Forearm Drop,Approach enemy... f+1+3,high throw,-,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
Axle Throw,Approach enemy... f+2+4,high throw,-,-,-,-,-,-,-,35,i15,-6,KND,-,-,-,-,-
Knee Drive,"Approach enemy... f, F+3+4",high throw,-,-,-,-,-,-,-,30,i12,-3,KND,-,-,-,-,-
Lee Harassment,Approach from left side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Lee Stunner,Approach from right side...  1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Face Crusher,Approach from behind... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,60,i12,-,KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",mid throw,-,-,-,-,-,-,-,5,i16,-5 (BT),KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
Mist Illusion,Time with enemy punch... b+1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,After successful parry... 4,high,-,-,-,-,-,-,-,30 [36],i20,-,KND,S!,-,-,-,-
Fake,u+3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"u+3, D",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
