MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
Right Backhand to Right Stance, LFS 2,mid,-,-,-,-,-,-,-,15 [18],i16,-2,+5,+5,-,-,-,-
-,LFS f+4,mid,-,-,-,-,-,-,-,17 [20],i16,-7,+4,+4,-,-,-,-
Fire Storm Left to Right Stance," LFS f+4, 3","mid, high",-,-,-,low,-,-,-,"17 [20], 26",i16,+3,KND,-,-,-,-,-
-,"(LFS f+4), 3",high,-,-,-,low,-,-,-,26 [31],i25,+3,KND,KND,-,-,-,-
Combat Low, LFS d/b+4,low,-,-,-,-,-,-,-,17 [20],i20,-12,+4,KND,-,-,-,-
Combat Middle, LFS b+4,mid,-,-,-,-,-,-,-,21 [25],i16,-8,+7,STUN,-,-,-,-
Right Punch to Right Stance, RFS 2,high,-,-,-,-,-,-,-,7 [8],i13,+5,+7,+7,-,-,-,-
-,RFS f+4,"high, high",-,-,-,-,-,-,-,"8 [9], 10",i8,-34,-32,-32,-,-,-,-
Right Viper Combo to Right Sword," RFS f+4, 4","high, high, high",-,-,-,-,-,-,-,"8 [9], 10, 12",i18,-6,LAUNCH,-,-,-,-,-
-,"(RFS f+4), 4",high,-,-,-,-,-,-,-,12 [14],i23,-6,LAUNCH,LAUNCH,-,-,-,-
Plasma Blade,BT LFF 4,mid,-,-,-,-,-,-,-,20 [24],i14,-13,LAUNCH,LAUNCH,-,-,-,-
STAY IN RIGHT STANCE,,,,,,,,,,,,,,,,,,
-,RFF 1,high,-,-,-,-,-,-,-,10 [12],i10,0,+6,+6,-,-,-,-
-,RFF 2,high,-,-,-,-,-,-,-,6 [7],i10,+2,+8,+8,-,-,-,-
-,"RFF 2, 1","high, high",-,-,-,-,-,-,-,"6 [7], 10",i10,0,+6,-,-,-,-,-
-,"RFF (2), 1",high,-,-,-,-,-,-,-,10 [12],i10,0,+6,+6,-,-,-,-
-,"RFF 2, 4","high, high",-,-,-,-,-,-,-,"6 [7], 12",i10,-8,+3,-,-,-,-,-
-,"RFF (2), 4",high,-,-,-,-,-,-,-,12 [14],i12,-8,+3,+3,-,-,-,-
Chainsaw Kick Combo,"RFF 2, 4, 3","high, high, mid",-,-,-,-,-,-,-,"6 [7], 12, 20",i10,-15 (OC),KND,-,-,-,-,-
-,"RFF (2), 4, 3","high, mid",-,-,-,-,-,-,-,"12 [14], 20",i12,-15 (OC),KND,-,-,-,-,-
-,"RFF (2), (4), 3",mid,-,-,-,-,-,-,-,20 [24],i25,-15 (OC),KND,KND,-,-,-,-
Volcannon to Right Stance,"RFF 3, f+4","mid, high",-,-,-,-,-,-,-,"13 [15], 16",i16,-7,+4,-,-,-,-,-
-,"RFF (3), f+4",high,-,-,-,-,-,-,-,16 [19],i44,-7,+4,-,-,-,-,-
-,RFF 4,high,-,-,-,-,-,-,-,12 [14],i12,-8,+3,+3,-,-,-,-
Chainsaw Kick,"RFF 4, 3","high, mid",-,-,-,-,-,-,-,"12 [14], 20",i12,-15 (OC),KND,-,-,-,-,-
-,"RFF (4), 3",mid,-,-,-,-,-,-,-,20 [24],i25,-15 (OC),KND,KND,-,-,-,-
Grand Theft,RFF f+4~4,-,-,-,-,-,-,-,-,-,-,-12,LAUNCH,LAUNCH,-,-,-,-
Right Sidekick,RFF d/f+4,mid,-,-,-,-,-,-,-,12 [14],i13,-7,+1,+1,-,-,-,-
Heel Screw,RFF d+4,low,-,-,-,-,-,-,-,19 [22],i19,-11,+5,+15,-,-,-,-
-,RFF d/b+3,low,-,-,-,-,-,-,-,13 [15],i17,-11,-3,+4,-,-,-,-
Blast Fist,RFF b+2,mid,-,-,-,-,-,-,-,17 [20],i16,+2,+6 (OC),KND,-,-,-,-
Screw Kick,"RFF f, F+4, 3","mid, high",-,-,-,-,-,-,-,"18 [21], 20",i22,+14,KND,-,-,-,-,-
-,"RFF (f, F+4), 3",high,-,-,-,-,-,-,-,20 [24],i16,+14,KND,KND,-,-,-,-
EXIT RIGHT STANCE,,,,,,,,,,,,,,,,,,
Motion Switch,RFF 3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Migraine,"RFF 1, 1","high, mid",-,-,-,-,-,-,-,"10 [12], 12",i10,-9,+2,-,-,-,-,-
-,"RFF (1), 1",mid,-,-,-,-,-,-,-,12 [14],i19,-9,+2,+2,-,-,-,-
Big Fists,"RFF 2, 1, 1","high, high, mid",-,-,-,-,-,-,-,"6 [7], 10, 12",i10,-9,+2,-,-,-,-,-
-,"RFF (2), 1, 1","high, mid",-,-,-,-,-,-,-,"10 [12], 12",i10,-9,+2,-,-,-,-,-
-,"RFF (2), (1), 1",mid,-,-,-,-,-,-,-,12 [14],i19,-9,+2,+2,-,-,-,-
Right PK Combo,"RFF 2, 3","high, high",-,-,-,-,-,-,-,"6 [7], 20",i10,-9,+2,-,-,-,-,-
-,"RFF (2), 3",high,-,-,-,-,-,-,-,20 [24],i13,-9,+2,STUN,-,-,-,-
Right Reverse Kick Combo,"RFF 2, 4, 4","high, high, high",-,-,-,-,-,-,-,"6 [7], 12, 13",i10,-5,S!,-,-,-,-,-
-,"RFF (2), 4, 4","high, high",-,-,-,-,-,-,-,"12 [14], 13",i12,-5,S!,-,-,-,-,-
-,"RFF (2), (4), 4",high,-,-,-,-,-,-,-,13 [15],i10,-5,S!,S!,-,-,-,-
Right Jab Spin Kick,"RFF 2, b+4","high, high",-,-,-,-,-,-,-,"6 [7], 27",i10,-9,+13,-,-,-,-,-
-,"RFF (2), b+4",high,-,-,-,-,-,-,-,27 [32],i18,-9,+13,+13,-,-,-,-
-,RFF 3,mid,-,-,-,-,-,-,-,13 [15],i16,-4,+7,+7,-,-,-,-
Right Reverse Kick,"RFF 4, 4","high, high",-,-,-,-,-,-,-,"12 [14], 23",i12,-5,S!,-,-,-,-,-
-,"RFF (4), 4",high,-,-,-,-,-,-,-,23 [27],i18,-5,S!,S!,-,-,-,-
Screw Kick,RFF d/f+3,mid,-,-,-,-,-,-,-,25 [30],i20,-11,KND,KND,-,-,-,-
Teaser,"RFF d/b+3, 3","low, high",-,-,-,-,-,-,-,"13 [15], 28",i17,-2,S!,-,-,-,-,-
-,"RFF (d/b+3), 3",high,-,-,-,-,-,-,-,28 [33],i25,-2,S!,S!,-,-,-,-
Nose Bleeder,RFF b+3,high,-,-,-,-,-,-,-,20 [24],i13,-9,+2,STUN,-,-,-,-
Spin Kick,RFF b+4,high,-,-,-,-,-,-,-,27 [32],i18,-9,+13,+13,-,-,-,-
Hunting Heel,"RFF f, F+3",mid,-,-,-,low,-,-,-,22 [26],i22,-6,KND,KND,-,-,-,-
-,"RFF f, F+4",mid,-,-,-,-,-,-,-,18 [21],i22,-17,-6,-6,-,-,-,-
INTO BT RIGHT STANCE,,,,,,,,,,,,,,,,,,
-,"RFF f+3, B",high,-,-,-,-,-,-,-,21 [25],i14,-11,0,0,-,-,-,-
STAY IN BT RIGHT STANCE,,,,,,,,,,,,,,,,,,
-,(During BT RFF) 4,mid,-,-,-,-,-,-,-,16 [19],i20,-9,+2,+2,-,-,-,-
EXIT BT RIGHT STANCE,,,,,,,,,,,,,,,,,,
-,(During BT RFF) 1 or 2,high,-,-,-,-,-,-,-,15 [18],i8,8,+3,+3,-,-,-,-
Plasma Blade,(During BT RFF) 3,mid,-,-,-,-,-,-,-,20 [24],i14,-13,LAUNCH,LAUNCH,-,-,-,-
Spinning Scythe to Axe Heel,"(During BT RFF) BT 4, 3","mid, mid",-,-,-,-,-,-,-,"16 [19], 20",i20,-5,+6 (OC),-,-,-,-,-
-,"(During BT RFF) BT (4), 3",mid,-,-,-,-,-,-,-,20 [24],i21,-5,+6 (OC),KND,-,-,-,-
Spinning Low Kick,(During BT RFF) BT d+3,low,-,-,-,high,-,-,-,20 [24],i18,-13,+2,KND,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
-,d/f+3,mid,-,-,-,-,-,-,-,12 [14],i22,-14,-4,-4,-,-,-,-
-,"d/f+3, 4","mid, mid",-,-,-,-,-,-,-,"12 [14], 20",i22,-14,KND,KND,-,-,-,-
-, LFS d/f+3,mid,-,-,-,-,-,-,-,12 [14],i22,-14,-4,-4,-,-,-,-
Flamingo Double Claymore," LFS d/f+3, 4","mid, mid",-,-,-,-,-,-,-,"12 [14], 20",i22,-14,KND,KND,-,-,-,-
Left Thunderbolt to Right Stance, LFS b+3,mid,-,-,-,low,-,-,-,23 [27],i20,-12,+14,+14,-,-,-,-
Right Thunderbolt, RFS b+4,mid,-,-,-,low,-,-,-,23 [27],i20,-12,+14,+14,-,-,-,-
Backlash,RFF 3~4,high,-,-,-,-,-,-,-,35 [42],i27,+4,S!,S!,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) FS d+3+4,mid,-,-,-,-,-,-,-,55 [57],i20,-7,KND,KND,-,-,-,-
-,(During Rage) d+3+4,"low, mid",-,-,-,-,-,-,-,"6 [7], 9",i12,-4,0,-,-,-,-,-
-,(During Rage) d+3+4 (second hit only),mid,-,-,-,-,-,-,-,9 [10],i12,-4,0,0,-,-,-,-
Rage Drive 1,"(During Rage) d+3+4, 4","low, mid, mid",-,-,-,low,-,-,-,"6 [7], 9, 27",i12,+7 (OC),LAUNCH,-,-,-,-,-
-,"(During Rage) d+3+4 (second hit only), 4","mid, mid",-,-,-,low,-,-,-,"9 [10], 27",i16,+7 (OC),LAUNCH,-,-,-,-,-
-,"(During Rage) (d+3+4), 4",mid,-,-,-,low,-,-,-,27 [32],i29,+7 (OC),LAUNCH,LAUNCH,-,-,-,-
Rage Drive 2,"(During Rage) u/f+3, 4, 3+4","mid, mid, high, high",-,-,-,low,-,-,-,"16 [19], 10, 8, 10",i28,+4,S!,-,-,-,-,-
Rage Drive 3,"(During Rage) LFS u/f+3, 4, 3+4","mid, mid, high, high",-,-,-,low,-,-,-,"14 [16], 9, 8, 10",i28,+4,S!,-,-,-,-,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
Dynamite Heel,"d/b+3+4 (b, b to cancel)",mid!,-,-,-,-,-,-,-,40 [48],i61,!,KND,KND,-,-,-,-
Power Blast,"LFS 1+4 (b, b to cancel)",mid!,-,-,-,-,-,-,-,80 [96],i66,!,KND,KND,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Pickpocket,Approach enemy... 1+3,high throw,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Falcon Dive Kick,Approach enemy... 2+4,high throw,-,-,-,-,-,-,-,35,i12,-6,KND,-,-,-,-,-
Roll and Choke,"Approach enemy... 2+4, B",high throw,-,-,-,-,-,-,-,40,i12,-2,KND,-,-,-,-,-
Pickpocket,Approach enemy... f+1+3,high throw,-,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
Human Cannonball,Approach enemy... f+2+3,high throw,-,-,-,-,-,-,-,40,i12,0,KND,-,-,-,-,-
Falcon Dive Kick,Approach enemy... f+2+4,high throw,-,-,-,-,-,-,-,35,i15,-6,KND,-,-,-,-,-
Door Mat,Approach enemy... qcb+3,high throw,-,-,-,-,-,-,-,45,i11,-2,KND,-,-,-,-,-
Leg Hook Throw,Approach enemy... d/b+1+3,high throw,-,-,-,-,-,-,-,40,i12,-6,KND,-,-,-,-,-
Bring It On,Approach from left side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,45,i12,-3,KND,-,-,-,-,-
Dead-End,Approach from right side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,44,i12,-3,KND,-,-,-,-,-
Slaughterhouse,Approach from behind... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,60,i12,-,KND,-,-,-,-,-
Overhead Kick,Approach mid-air enemy... d/f+3+4,mid,-,-,-,-,-,-,-,"5 [6], 6, 15",i15,-,KND,-,-,-,-,-
Jackknife,RFF Approach enemy... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,45,i12,-6,KND,-,-,-,-,-
*,"WR f, f, F (Mid Screen)",mid,-,-,-,-,-,-,-,5,i16,-5 (BT),KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
-,Timed with enemy punch... b+1+2,-,-,-,-,-,-,-,-,-,-,-,+12,-,-,-,-,-
