MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
DURING BT,,,,,,,,,,,,,,,,,,
-,BT 1,high,-,-,-,-,-,-,-,7 [8],i10,+1,+8,+8,-,-,-,-
-,BT 2,mid,-,-,-,-,-,-,-,17 [20],i15,-14,-1,STUN,-,-,-,-
Blind Elbow Combo,"BT 2, 2","mid, mid",-,-,-,-,-,-,-,"17 [20], 20",i15,-17,KND,-,-,-,-,-
-,"BT (2), 2",mid,-,-,-,-,-,-,-,20 [24],i14,-17,KND,KND,-,-,-,-
-,BT 3,high,-,-,-,-,-,-,-,18 [21],i10,-8,KND,KND,-,-,-,-
-,BT 4,high,-,-,-,-,-,-,-,14 [16],i11,-9,+2,+2,-,-,-,-
Wolf Fang,"BT 4, 3","high, mid",-,-,-,-,-,-,-,"14 [16], 24",i11,-12,KND,-,-,-,-,-
-,"BT (4), 3",mid,-,-,-,-,-,-,-,24 [28],i24,-12,KND,KND,-,-,-,-
Dragon Back Blow,BT 1+2,high,-,-,-,-,-,-,-,15 [18],i15,-1,+16,+16,-,-,-,-
Reverse Low,BT d+4,low,-,-,-,-,-,-,-,12 [14],i23,-15,STUN,STUN,-,-,-,-
INTO CHARGE,,,,,,,,,,,,,,,,,,
-,1+2+3+4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"f, f, f+3:1+2 (or WR 3:1+2)",mid,-,-,-,-,-,-,-,30 [36],-,-,-,-,-,-,-,-
DURING CHARGE,,,,,,,,,,,,,,,,,,
-,"1+2+3+4, 1",high,-,-,-,-,-,-,-,[12],i12,-5,+6,+6,-,-,-,-
-,"1+2+3+4, 1, 3","high, low",-,-,-,-,-,-,-,"[12], 10",i12,-13,-1,-,-,-,-,-
-,"(1+2+3+4) , (1), 3",low,-,-,-,-,-,-,-,[12],i13,-13,-1,-1,-,-,-,-
-,"1+2+3+4, 1+2*",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"1+2+3+4, 1+2*, 2",high,-,-,-,-,-,-,-,[24],i14,-4,GROUND BOUNCE,GROUND BOUNCE,-,-,-,-
INTO DRAGON CHARGE,,,,,,,,,,,,,,,,,,
Dragon Charge,d+1+2,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,Transitions take 20f.
-,"1, 2, b, f","high, high",-,-,-,-,-,-,-,"7 [8], 8",i10,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,"1, 2, 2, 2, b, f","high, high, mid, high",-,-,-,-,-,-,-,"7 [8], 8, 10, 10",i10,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,"2, 2, 2, b, f","high, mid, high",-,-,-,-,-,-,-,"8 [9], 10, 10",i10,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,"4, 3, b, f","high, high",-,-,-,-,-,-,-,"14 [16], 12 [8]",i11,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,"4, 3, 4, b, f","high, high, high",-,-,-,-,-,-,-,"14 [16], 12 [8], 14 [7]",i11,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,"d/b+1+2, u, u",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,"b+1, b, f",mid,-,-,-,-,-,-,-,12 [14],i14,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,"b+1, 2, b, f","mid, mid",-,-,-,-,-,-,-,"12 [14], 12",i14,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,"b+2, 2, b, f","mid, high",-,-,-,-,-,-,-,"12 [14], 10",i16,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,"b+2, 3, 4, b, f","mid, low, mid",-,-,-,-,-,-,-,"12 [14], 10, 23",i16,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,SS 2,mid,-,-,-,-,-,-,-,5 [6],i17,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,"SS 2, 1","mid, high",-,-,-,-,-,-,-,"5 [6], 6",i17,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,"SS 2, 1, 2","mid, high, mid",-,-,-,-,-,-,-,"5 [6], 6, 7",i17,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,"WS 1, b, f",mid,-,-,-,-,-,-,-,13 [15],i13,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,"WS 3, b, f",high,-,-,-,-,-,-,-,16 [19],i16,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
-,"WS 4, b, f",mid,-,-,-,-,-,-,-,14 [16],i11,LAUNCH PUNISHABLE,LAUNCH PUNISHABLE,-,-,-,-,-
DURING DRAGON CHARGE,,,,,,,,,,,,,,,,,,
Dragon Knuckle,DSS (or TFS) 1,high,-,-,-,-,-,-,-,14 [16],i12,-11,STUN,STUN,-,-,-,-
Dragon Knuckle Combo,"DSS (or TFS) 1, f+1","high, mid",-,-,-,-,-,-,-,"14 [16], 17",i12,-17,KND,-,-,-,-,-
-,"DSS (or TFS) (1), f+1",mid,-,-,-,-,-,-,-,25 [30],i17,-17,KND,KND,-,-,-,-
Dragon Knuckle Flight,"DSS (or TFS) 1, 4","high, high",-,-,-,-,-,-,-,"14 [16], 21",i12,+7,KND,-,-,-,-,-
-,"DSS (or TFS) (1), 4",high,-,-,-,-,-,-,-,30 [36],i24,+7,KND,KND,-,-,-,-
Cloud Gates,DSS 2,high,-,-,-,-,-,-,-,20 [24],i14,-4 (OC),KND,GROUND BOUNCE,-,-,-,-
Dragon Spin Kick,DSS (or TFS) 3,high,-,-,-,-,-,-,-,28 [33],i19,-3,KND,KND,-,-,-,-
Dragon Charge Kick,DSS (or TFS) 4,low,-,-,-,-,-,-,-,19 [22],i24,-14,+5 (OC),KND,-,-,-,-
Dragon Roar,DSS (or TFS) f+1,mid,-,-,-,-,-,-,-,25 [30],i17,-14,KND,KND,-,-,-,-
Dragon's Flight,DSS (or TFS) f+4,high,-,-,-,-,-,-,-,40 [48],i19,+7,KND,KND,-,-,-,-
INTO FAKE STEP,,,,,,,,,,,,,,,,,,
Fake Step,b+1+2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Side Kick,WS 3,high,-,-,-,-,-,-,-,16 [19],i16,-29,-27,-27,-,-,-,-
DURING FAKE STEP,,,,,,,,,,,,,,,,,,
Fake Step Uppercut,TFS 2,mid,-,-,-,-,-,-,-,28 [33],i16,-20,LAUNCH,LAUNCH,-,-,-,-
Tricky Trap,After TFS succeeds... 1,high,-,-,-,-,-,-,-,12 [14],i29,-,+6,-,-,-,-,-
Tricky Fist,After TFS succeeds... 2,high,-,-,-,-,-,-,-,12 [14],i22,-,+27,-,-,-,-,-
Tricky Mid Kick,After TFS succeeds... 3,mid,-,-,-,-,-,-,-,22 [26],i25,-,KND,-,-,-,-,-
Tricky Low Kick,After TFS succeeds... 4,low,-,-,-,-,-,-,-,15 [18],i23,-,KND,-,-,-,-,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Dragon Cannon,"f, F+3 (close) or DSS (or TFS) f+3",mid,-,-,-,-,-,-,-,45 [54],i20,-17,KND,KND,-,-,-,-
-,"f, F+3 (far) or DSS (or TFS) f+3",mid,-,-,-,-,-,-,-,30 [36],i20,-17,KND,KND,-,-,-,-
Quick Hook,DSS or TFS 1+2,high,-,-,-,-,-,-,-,30 [36],i19,-10,KND,KND,-,-,-,-
UNBLOCKABLE MOVES,,,,,,,,,,,,,,,,,,
Charge Power Punch,d/b+1+2,mid,-,-,-,-,-,-,-,90 [108],i78,!,KND,KND,-,-,-,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) 1+2,mid,-,-,-,-,-,-,-,55 [57],i20,-26,KND,KND,-,-,-,-
Rage Drive,"(During Rage) d/b+4, 3+4","low, high",-,-,-,high,-,-,-,"20 [24], 22",i26,-9,KND,KND,-,-,-,-
-,"(During Rage) (d/b+4), 3+4",high,-,-,-,-,-,-,-,32 [38],i24,-9,KND,KND,-,-,-,-
THROWS,,,,,,,,,,,,,,,,,,
Dragon's Fire,Approach enemy... 1+3,high throw,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Hopping Frog,Approach enemy... 2+4,high throw,-,-,-,-,-,-,-,35,i12,-6,KND,-,-,-,-,-
Dragon's Fire,Approach enemy... f+1+3,high throw,-,-,-,-,-,-,-,35,i15,-3,KND,-,-,-,-,-
Run Up to Drop,Approach enemy... f+2+3,high throw,-,-,-,-,-,-,-,35,i12,-2,KND,-,-,-,-,-
Hopping Frog,Approach enemy... f+2+4,high throw,-,-,-,-,-,-,-,35,i15,-6,KND,-,-,-,-,-
Knee Lift,"Approach enemy... f, F+3+4",high throw,-,-,-,-,-,-,-,10,i12,-3,LAUNCH,-,-,-,-,-
Headlock Punch,Approach enemy... d/f+1+2,high throw,-,-,-,-,-,-,-,35,i12,-6,KND,-,-,-,-,-
Headlock Drop,"Approach enemy... d/f+1+2, 1, 2, 1+2",high throw,-,-,-,-,-,-,-,40,i12,-6,KND,-,-,-,-,-
Headlock Kick,Approach from left side... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,40,i12,-3,KND,-,-,-,-,-
Ball Breaker,Approach from right side...  1+3 (or 2+4),high throw,-,-,-,-,-,-,-,42,i12,-3,KND,-,-,-,-,-
Dragon Bites,Approach from behind... 1+3 (or 2+4),high throw,-,-,-,-,-,-,-,50,i12,-,KND,-,-,-,-,-
Dragon's Fire,DSS 1+3,high throw,-,-,-,-,-,-,-,35,i12,-3,KND,-,-,-,-,-
Facelift,DSS 2+4,high throw,-,-,-,-,-,-,-,35,i12,-2,KND,-,-,-,-,-
-,"WR f, f, F (Mid Screen)",mid throw,-,-,-,-,-,-,-,5,i16,-5 (BT),KND,-,-,-,-,-
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
Parry,Time with enemy attack... b+1+3 (or b+2+4),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
