MOVE NAME,COMMAND,HIT LEVEL,RANGE,GAP,TRACKING,CRUSH,JAIL,NC / NCc,ENVIRONMENTAL,DAMAGE,START UP,ON BLOCK,ON HIT,ON CH,IN AIR,ON WHIFF,ACTIVE,NOTES
-,"b+1, 2","mid, high",1.5,0,-,-,NO,NC,-,"14 [16], 12",i17,-11,-1,-,-,-29,"3, 2",-
-,"(b+1), 2",high,1,0,-,-,-,-,-,12 [14],i23,-11,-1,-1,FLOAT,-29,2,-
Cross Cut Saw,"b+1, 2, 2","mid, high, mid",1.5,0,-,-,NO,NO,WALL BREAK / SPLAT ,"14 [16], 12,  24",i17,-11,KND,-,-,-33,"3, 2, 2",-
-,"(b+1), 2, 2","high, mid",1,0,-,-,NO,NCc,WALL BREAK / SPLAT ,"12 [14], 24",i23,-11,KND,-,-,-33,"2, 2",-
-,"(b+1), (2), 2",mid,1.5,0.25,SSR,-,-,-,WALL BREAK / SPLAT ,24 [28],i26,-11,KND,KND,FLOAT,-33,2,-
-,b+2,high,1.5,0.25,HOMING,-,-,-,-,10 [12],i15,-9,+1,+1,FLOAT,-26,2,-
Double Slap,"b+2, 2","high, high",1.5,0,-,-,NO,NC,-,"10 [12], 20",i15,-7,KND,-,-,-30,"2, 2",-
-,"(b+2), 2",high,1,0,-,-,-,-,-,20 [24],i27,-7,KND,KND,TAIL SPIN,-30,2,-
Rusty Hook,b+4,mid,2.5,1.5,HOMING,-,-,-,[WALL BREAK / SPLAT],17 [20],i20,-9,+9,KND,S!,-25,3,-
Catapult Kick,u+3,mid,1,1,SSR,low,-,-,WALL BREAK / SPLAT ,20 [24],i14,-15,KND,KND,FLOAT,-33,1,-
-,u/f+1,high,1.75,0.5,-,-,-,-,-,10 [12],i13,-4,+7,+7,FLOAT,-22,1,-
-,"u/f+1, 3","high, mid",1.75,1.5,-,-,YES,NCc,-,"10 [12], 17",i13,-16,+7,-,-,-34,"1, 1",-
-,"(u/f+1), 3",mid,2,1.5,SSL / SSR,-,-,-,-,17 [20],i15,-16,+7,KND,FLOAT,-34,1,-
Hail Storm,"u/f+1, 3, 3+4","high, mid, mid, mid",1.75,0.5,-,-,NO,NCc,WALL BREAK / SPLAT ,"10 [12], 17, 10, 7",i13,-4,KND,-,-,-21,"1, 1, 3, 2",-
-,"(u/f+1), 3, 3+4","mid, mid, mid",2,0.75,-,-,NO,NC,WALL BREAK / SPLAT ,"17 [20], 10, 7",i15,-4,KND,-,-,-21,"1, 3, 2",-
-,"(u/f+1), (3), 3+4","mid, mid",1.25,1,SSL,-,-,-,WALL BREAK / SPLAT ,"10 [12], 7",i32,-4,KND,KND,FLOAT,-21,"3, 2",-
-,"(u/f+1), (3), 3+4 (second hit only)",mid,1,1,-,-,-,-,WALL BREAK / SPLAT ,10 [12],i45,-4,KND,KND,FLOAT,-21,2,-
Sudden Storm,u/f+3,mid,2.5,0,SSL,low,-,-,-,22 [26],i25,-3,KND,KND,TAIL SPIN,-29,2,-
-,u/f+4,high,1.5,0.25,-,low,-,-,-,20 [24],i18,-11,-3,-3,FLOAT,-27,1,-
-,"u/f+4, 3","high, low",1.5,1.5,-,-,NO,NCc,-,"20 [24], 10",i18,-17,-6,-,-,-35,"1, 1",-
-,"(u/f+4), 3",low,2,2,SSL,"high, mid",-,-,-,10 [12],i36,-17,-6,-6,FLOAT,-35,1,-
Can Opener,"u/f+4, 3, 4","high, low, high",1.5,2,-,-,NO,NCc,-,"20 [24], 10, 14",i18,-6,+5,-,-,-24,"1, 1, 1",-
-,"(u/f+4), 3, 4","low, high",2,2,-,-,NO,NC,-,"10 [12], 14",i36,-6,+5,-,-,-24,"1, 1",-
-,"(u/f+4), (3), 4",high,1.5,2,-,-,-,-,-,14 [16],i56,-6,+5,KND,FLOAT,-24,1,-
Quick Somersault Kick,U/F+4,mid,1.5,0.5,-,low,-,-,WALL SPLAT,21 [25],i18,-18,LAUNCH,LAUNCH,BACK FLIP,-34,3,-
Dominatrix Heel,u/f+3+4,"mid, mid",2.5,0.25,-,low,-,-,-,"4, 18",i20,-3,+5,+5,FLOOR BREAK,-30,9,-
-,u/f+3+4 (second hit only),mid,2.75,0.25,-,low,-,-,-,18 [21],i25,-2,+6,+6,FLOAT,-30,9,-
Executioner,"f, F+2",high,2,1,HOMING,-,-,-,-,21 [25],i16,+6,KND,KND,S!,-32,2,-
-,"f, F+3",mid,2,0,SSR,low,-,-,WALL SPLAT,14 [16],i15,-13,LAUNCH,LAUNCH,FLOAT,-30,2,-
-,"f, F+3, 4","mid, mid",2,1.5,-,-,YES,NC,WALL SPLAT,"14 [16], 8",i15,-23,KND,-,-,-38,"2, 4",-
*,"(f, F+3), 4",mid,1.75,1.5,SSL,low,-,-,WALL SPLAT,12 [14],i8,-23,KND,KND,FLOAT,-38,4,-
Treading Water,"f, F+3, 4, 3","mid, mid, mid",2,0.75,-,-,YES,NC,WALL SPLAT,"14 [16], 8, 4",i15,-13,KND,-,-,-31,"2, 4, 2",-
-,"(f, F+3), 4, 3","mid, mid",0.5,0.75,-,-,YES,NC,WALL SPLAT,"12 [14], 6",i8,-13,KND,-,-,-31,"4, 2",-
-,"(f, F+3), (4), 3",mid,0.5,0.75,-,low,-,-,-,9 [10],i7,-13,KND,KND,FLOAT,-31,2,-
Falling Heel,"f, F+4",mid,3,1,-,low,-,-,-,20 [24],i31,0,KND,KND,FLOOR BREAK,-27,4,-
Sosho Zanha,"f, F+1+2",mid,3,2.5,-,-,-,-,WALL BREAK / SPLAT ,25 [30],i18,-9,KND,KND,FLOAT,-34,3,-
Assassin's Dagger,qcf+1,high,2.5,0,SWL,-,-,-,-,23 [27],i13,+2,+4,LAUNCH,FLOAT,-21,5,-
*,qcf+2,mid,1.75,0,SWR,-,-,-,-,17 [20],i16,-12,+3,STUN,FLOAT,-33,1,-
Artemis Arrow,"qcf+2, 1","mid, mid",1.75,0.25,-,-,NO,NC,WALL BREAK / SPLAT ,"17 [20], 20",i16,-14,KND,-,-,-32,"1, 3",-
-,"(qcf+2), 1",mid,2,0.5,-,-,-,-,WALL BREAK / SPLAT ,20 [24],i22,-14,KND,KND,BACK FLIP,-32,3,-
-,qcf+3,mid,2,1.5,-,-,-,-,-,14 [16],i16,-13,-2,-2,FLOAT,-31,1,-
Paralyzing Needle,"qcf+3, 2","mid, high",2,0.5,-,-,NO,NC,WALL BREAK / SPLAT ,"14 [16], 25",i16,-2,KND,-,-,-29,"1, 1",-
-,"(qcf+3), 2",high,2,1,SWL,-,-,-,WALL BREAK / SPLAT ,25 [30],i20,-2,KND,STUN,S!,-29,1,-
-,"qcf+3, 3","mid, high",2,1.75,-,-,YES,NC,-,"14 [16], 8",i16,-11,0,-,-,-29,"1, 1",-
-,"(qcf+3), 3",high,1.75,1.75,-,-,-,-,-,8 [9],i17,-11,0,0,FLOAT,-29,1,-
Omission Storm,"qcf+3, 3, 1","mid, high, high",2,1,-,-,NO,-,-,"14 [16], 8,14",i16,-9,+15,-,-,-26,"1, 1, 2",-
-,"(qcf+3), 3, 1","high, high",1.75,1.75,-,-,NO,NCc,-,"8 [9], 14",i17,-9,+15,-,-,-26,"1, 2",-
-,"(qcf+3), (3), 1",high,1.5,1.5,-,-,-,-,-,14 [16],i11,-9,+15,+15,FLOAT,-26,2,-
Omission Kick Combo,"qcf+3, 3, 4","mid, high, high",2,1.75,-,-,NO,-,WALL BREAK / SPLAT ,"14 [16], 8, 20",i16,-6,KND,-,-,-29,"1, 1, 1",-
-,"(qcf+3), 3, 4","high, high",1.75,1.75,-,-,NO,NCc,WALL BREAK / SPLAT ,"8 [9], 20",i17,-6,KND,-,-,-29,"1, 1",-
-,"(qcf+3), (3), 4",high,2.5,3,-,-,-,-,WALL BREAK / SPLAT ,20 [24],i24,-6,KND,KND,S!,-29,1,-
Piston Kick,qcf+4,"mid, mid",1.5,1.5,SWL / SWR,high,-,-,WALL BREAK / SPLAT ,"12 [14], 12",i18,-12,KND,KND,TAIL SPIN,-34,"2, 3",-
Bone Cutter,"f, f, f+3",mid,2,0.5,-,-,-,-,WALL BREAK / SPLAT ,20 [24],i23,-23,KND,KND,FLOAT,-34,8,-
-,BT 1 (or 2),high,1,0.5,-,-,-,-,-,15 [18],i8,-8,+3,+3,FLOAT,-26,1,-
-,BT 3 (or 4),high,1.5,0.5,-,-,-,-,-,18 [21],i10,-8,KND,KND,FLOAT,-26,1,-
-,FC 1,s. mid,1,0.5,-,"high, mid",-,-,-,5 [6],i10,-5,+6,+6,FLOAT,-23,1,-
Cat Thrust,FC f+1,mid,2.5,1,SSR,-,-,-,WALL BOUNCE,22 [26],i22,-9,KND,KND,FLOAT,-32,1,-
-,FC 2,s. mid,0.75,1,-,"high, mid",-,-,-,8 [9],i11,-4,+7,+7,FLOAT,-22,1,-
Right Handed Sweep,FC d/f+2,low,2.5,1,SSR,"high, mid",-,-,-,14 [16],i20,-21,KND,KND,FLOAT,-39,1,-
-,FC d/f+2:1,low,2.75,1,SSR,"high, mid",-,-,-,21 [25],i20,-21,KND,KND,FLOAT,-39,1,-
-,FC 3,low,1.75,1.5,SSL / SSR,"high, mid",-,-,-,12 [14],i16,-17,-3,-3,FLOAT,-32,1,-
-,FC 4,low,1.75,1.5,SSL / SSR,"high, mid",-,-,-,10 [12],i12,-15,-4,-4,FLOAT,-33,1,-
Low Somersault Kick,FC u/f+4,mid,1.5,0.5,-,low,-,-,WALL SPLAT,21 [25],i18,-18,KND,KND,BACK FLIP,-34,3,-
High Somersault Kick,FC U/F+4,mid,1,0,-,low,-,-,WALL BREAK / SPLAT ,30 [36],i18,-33,KND,KND,FLOAT,-42,2,-
Chaos Tail,SS 2,low,1.5,0,SSL / SSR,"high, mid",-,-,-,12 [14],i20,-12,0,-1,FLOAT,-29,2,-
Heel Mash,SS 3,mid,2,0,SSL,-,-,-,-,23 [27],i21,+4,+8,KND,FLOOR BREAK,-26,3,-
Bloody Chaos,SS 1+2,"mid, mid",1.5,0.25,SWL / SWR,-,-,-,WALL SPLAT,"8 [9], 14",i19,-4,LAUNCH,LAUNCH,FLOAT,-23,"2, 5",-
-,SS 1+2 (first hit only),mid,1.75,0.25,-,-,-,-,WALL SPLAT,8 [9],i19,-16,LAUNCH,LAUNCH,FLOAT,-33,2,-
-,SS 1+2 (second hit only),mid,2,0.5,-,-,-,-,WALL SPLAT,14 [16],i26,-4,LAUNCH,LAUNCH,FLOAT,-23,5,-
-,"WR f, f, F (Full Screen)",mid,0,0.25,SWL / SWR,-,-,-,WALL BREAK / SPLAT ,30 [36],i8,+13,KND,KND,FLOAT,-29,13,-
-,"While enemy is on the ground... WR f, f, F (Full Screen)",low,0,-,-,-,-,-,-,8 [9],i12,-,KND,KND,-,-43,1,-
Rising Palm,WS 2,mid,2.5,0.5,-,-,-,-,WALL SPLAT,22 [26],i18,-13,LAUNCH,LAUNCH,FLOAT,-34,2,-
Face Wash,WS 3,mid,1.75,1,SSR,-,-,-,-,20 [24],i11,-11,0,0,FLOAT,-28,2,-
Heel Grind,(While enemy is down) d+3+4,low,0,-,-,-,-,-,-,16 [19],i17,-,KND,KND,-,-34,2,-
10 Hit Combo 1,"1, 2, 1, 2, 3, 3, 2, 1, 2, 4",-,1.5,-,-,-,NO,NO,-,93,i10,-20,KND,KND,-,-,-,-
10 Hit Combo 2,"1, 2, 1, 2, 4, 1, 2, 2, 3+4, 2",-,1.5,-,-,-,NO,NO,-,113,i10,-,KND,KND,-,-,-,-
-,"Face Up, Feet Towards+3 (or After Rolling Forward)",low,1,1.5,SSL / SSR,"high, mid",-,-,-,10 [12],i22,-12,+5,LAUNCH,FLOAT,-29,1,-
-,"Face Up, Feet Towards+4 (or After Rolling Forward)",mid,1.5,1.5,-,-,-,-,WALL BREAK / SPLAT ,18 [21],i22,-12,+5,KND,FLOAT,-29,1,-
-,"Face Up, Feet Towards, d+3 (or 4)",low,0,1,SSL / SSR,"high, mid",-,-,-,4,i13,-16,-3,-3,FLOAT,-29,1,-
-,"Face Up, Feet Towards+3+4",mid,0.5,0,-,low,-,-,WALL BREAK / SPLAT ,20 [24],i19,-11,KND,KND,FLOAT,-34,1,-
-,"Face Up, Feet Towards, Roll Forward+1+2",mid,4,0,-,high,-,-,WALL BREAK / SPLAT ,15 [18],i19,+2,KND,KND,FLOAT,-26,12,-
-,"Face Down, Feet Away+3",low,1.5,0,SSL / SSR,"high, mid",-,-,-,10 [12],i21,-20,+1,LAUNCH,FLOAT,-35,1,-
-,"Face Down, Feet Away+4 (close)",mid,1,0,-,-,-,-,WALL BREAK / SPLAT ,15 [18],i21,-19,KND,KND,FLOAT,-37,1,-
-,"Face Down, Feet Away+4 (far)",mid,1,0,-,-,-,-,[WALL BREAK / SPLAT],10 [12],i21,-19,-10,KND,FLOAT,-37,1,-
Handspring Kickup,(Upon Landing) f,mid,0,0,-,low,-,-,-,4,i33,-2,+3,+3,FLOAT,-13,4,-
INTO CHAOS JUDGEMENT,,,,,,,,,,,,,,,,,,
Chaos Judgement,b+3,-,-,-,-,low,-,-,-,-,16,-,-,-,-,-,-,-
Straight Face Wash to Chaos Judgement,"2, 3, B","high, mid",1.5,0.25,-,-,YES,NC,-,"10 [12], 14",i19,-9,+2,+2,-,-,"1, 2",-
Serval Knee to Chaos Judgement,"f+3, B",mid,1.75,0,-,-,-,-,-,14 [16],i17,-61,-52,-52,-,-,2,-
Uppercut Jab to Chaos Judgement,"d/f+1, 2, 3, B","mid, high, mid",1.5,0.5,-,-,YES,NC,-,"13 [15], 10",i13,-37,-32,-32,-,-,"1, 1",-
Middle Kick to Chaos Judgement,"d/f+3, 1, B","mid, high",1.75,1,-,-,-,-,-,13 [15],i14,-34,-22,-22,-,-,1,-
Low Kick Spin Punch to Chaos Judgement,"d+4, 1, B","low, high",1.5,1,-,-,-,-,-,7 [8],i12,-25,-14,-14,-,-,1,-
Treading Water to Chaos Judgement,"f, F+3, 4, B+3","mid, mid",2,1.5,-,-,YES,NC,WALL SPLAT,"14 [16], 8",i15,-13,KND,KND,-,-,"2, 4, 1",-
Falling Heel to Chaos Judgement,"f, F+4, B",mid,3,1,-,-,-,-,-,20 [24],i31,-9,KND,KND,-,-,3,-
Crimson Arrow to Chaos Judgement,"qcf+2, 1, B","mid, mid",1.75,0.25,-,-,-,NC,-,17 [20],i16,-12,-21,-21,-,-,1,-
Face Wash to Chaos Judgement,"WS 3, B",mid,1.75,1,-,-,-,-,-,20 [24],i11,-11,+2,+2,-,-,2,-
10 Hit Combo 3,"1, 2, 1, 2, 4, B","high, high, high, high, mid",1.5,0,-,-,-,NO,-,"7 [8], 10, 6, 6, 18",i32,-21,-10,-10,-,-,"1, 1, 1, 1, 3",-
DURING CHAOS JUDGEMENT,,,,,,,,,,,,,,,,,,
Infernal Storm,CJM 1,high,1,1,-,-,-,-,-,14 [16],i11,-9,+15,+15,FLOAT,-26,2,-
-,CJM 2,"high, mid",1.75,0,-,-,-,-,-,10 [12],i10,-13,-2,-2,FLOAT,-31,1,-
Double Rapier,"CJM 2, 1","high, mid",1.75,0.25,-,-,NO,NC,-,"10 [12], 12",i10,-7,+4,-,-,-24,"1, 2",-
-,"CJM (2), 1",mid,1,1,-,-,-,-,-,12 [14],i17,-7,+4,+4,FLOAT,-24,2,-
Picking Heel,CJM 3,mid,1.5,0,-,-,-,-,-,18 [21],i12,-12,+3,STUN,FLOAT,-31,3,-
Infernal Avalanche,CJM 4,low,2.5,0.25,SSL,"high, mid",-,-,-,20 [24],i27,-29,KND,KND,FLOAT,-45,3,-
Caracal,CJM 1+2,mid,1.75,1,SWL / SWR,high,-,-,-,20 [24],i17,-4,+6,+6,FLOOR BREAK,-31,2,-
-,CJM d/b+3,low,1.25,0.25,SWR,"high, mid",-,-,-,6 [7],-,-,0,0,FLOAT,-28,1,-
Dendrobates Azureus,"CJM d/b+3, 3","low, high",1.25,0,-,-,-,NC,-,"6 [7], 20",i15,-31,+7,-,-,-30,"1, 1",-
-,"CJM (d/b+3), 3",high,1.5,0,-,high,-,-,-,20 [24],i21,-7,+7,+7,BACK FLIP,-30,"1, 1",-
Stryx,CJM u/f+4,mid,1.5,1,-,low,-,-,WALL SPLAT,20 [24],i15,-14,LAUNCH,LAUNCH,FLOAT,-33,2,-
-,CJM 2+3,mid,2,1,SSL,-,-,-,WALL BREAK / SPLAT ,30 [36],i13,-16,KND,KND,FLOAT,-34,1,-
Forward Roll,"CJM f, F",-,-,-,-,"high, mid",-,-,-,-,-,-,-,-,-,-19,-,-
Rolling Stone,"CJM f, F+3",mid,3.5,0.25,SWL / SWR,"high, mid",-,-,-,27 [32],i10,-11,STUN,STUN,FLOAT,-33,2,-
Seismic Blast,"CJM f, F+4",high,4.5,1,-,high,-,-,WALL SPLAT,21 [25],i20,+7,LAUNCH,LAUNCH,BACK FLIP,-37,1,-
POWER CRUSHES,,,,,,,,,,,,,,,,,,
Weeping Slap,d/b+1+2,mid,2,0.5,SSR,-,-,-,WALL BREAK / SPLAT ,30 [36],i20,-13,KND,KND,FLOAT,-34,2,-
Right Hand Stab,FC f+2,mid,2.5,0,SSL / SSR,high,-,-,-,25 [30],i20,-14,KND,KND,FLOOR BREAK,-34,2,-
RAGE MOVES,,,,,,,,,,,,,,,,,,
Rage Art,(During Rage) b+1+2,high,2.5,2.5,SWL / SWR,-,-,-,-,55 [57],i13,-9,KND,KND,FLOAT,-45,1,-
Rage Drive,(During Rage) qcf+2+3,"mid, high",1.5,1,SSL,SSL,YES,-,-,"17 [20], 20",i15,+5,GROUND BOUNCE,GROUND BOUNCE,FLOAT,-34,"1, 3",-
Rage Drive,(During Rage) qcf+2+3 (second hit only),high,3,1.5,-,low,-,-,-,20 [24],i15,+5,GROUND BOUNCE,GROUND BOUNCE,KND,-34,3,-
UNBLOCKABLE ATTACKS,,,,,,,,,,,,,,,,,,
Bloody Scissors,d+1+2,mid,3,-,-,-,-,-,-,50 [60],i60,!,KND,KND,FLOAT,-38,1,-
THROWS,,,,,,,,,,,,,,,,,,
Cruel Punishment,Approach enemy... 1+3,high,1.5,-,-,-,-,-,-,35,i12,+6,KND,-,-,-24,3,1 BREAK
Losing Face,Approach enemy... 2+4,high,1.5,-,-,-,-,-,-,35,i12,+3,KND,-,-,-24,3,2 BREAK
Overhead Toss,Approach enemy... u/f+1+2,high,1.5,-,-,-,-,-,WALL SPLAT,20,i12,0,KND,-,-,-26,1,-
Cruel Punishment,Approach enemy... f+1+3,high,2,-,-,-,-,-,-,35,i15,+6,KND,-,-,-32,3,1 BREAK
Losing Face,Approach enemy... f+2+4,high,2,-,-,-,-,-,-,35,i15,+3,KND,-,-,-32,3,2 BREAK
Elbow Smash,"Approach enemy... d/f, d/f+1",high,1,-,-,-,-,-,FLOOR BREAK,43,i12,+6,KND,-,-,-26,1,-
Chin Bash,Approach enemy... qcf+1+2,high,1.5,-,-,-,-,-,-,15,i11,+2,0,-,-,-27,1,2 BREAK
Torso Splitter,Approach from left side... 1+3 or 2+4,high,1.5,-,-,-,-,-,-,40,i12,+3,KND,-,-,-24,3,-
Serpentine Arm Break,Approach from right side...  1+3 or 2+4,high,1.5,-,-,-,-,-,-,38,i12,+3,KND,-,-,-24,3,-
Overhead Triangle Lock,Approach from behind... 1+3 or 2+4,high,1.5,-,-,-,-,-,-,60,i12,!,KND,-,-,-24,3,-
-,"WR f, f, F (Mid Screen)",mid,0,-,SSL / SSR,high,-,-,-,5,i16,+5,KND,-,-,-,1,2 BREAK
DURING CHIN BASH,,,,,,,,,,,,,,,,,,
Reverse Arm Lock,"(During Chin Bash) 1, 3, 2, 1",-,-,-,-,-,-,-,-,18,-,+3,KND,-,-,-,-,1 BREAK / Take 5 damage if broken.
Arm Snap,"(During Chin Bash) 3, 4, 3, 1+2",-,-,-,-,-,-,-,-,30,-,+3,KND,-,-,-,-,1+2 BREAK / Take 5 damage if broken.
Rolling Arm Break,"(During Chin Bash) 4, 3, 4, 3+4, 1+2",-,-,-,-,-,-,-,-,30,-,+3,KND,-,-,-,-,2 BREAK / Take 5 damage if broken.
Arm Break Takedown,"(During Chin Bash) 1+2, 4, 3, 1+2, 1+2, 1+2",-,-,-,-,-,-,-,-,28,-,+3,KND,-,-,-,-,1 BREAK / Take 5 damage if broken.
Arm Lock,"(During Chin Bash) 1+3, 4, 1+2",-,-,-,-,-,-,-,-,25,-,+3,KND,-,-,-,-,2 BREAK / Take 5 damage if broken.
DURING REVERSE ARM LOCK,,,,,,,,,,,,,,,,,,
Falcon Wing Squeeze,"(During Reverse Arm Lock) 3, 1, 4, 1+2, 1+2",-,-,-,-,-,-,-,-,25,-,+3,KND,-,-,-,-,1 BREAK / Take 5 damage if broken.
Falling Arm Break,"(During Reverse Arm Lock) 2, 1, 3, 4, 1+2",-,-,-,-,-,-,-,-,25,-,+3,KND,-,-,-,-,2 BREAK / Take 5 damage if broken.
Double Arm Lock Toss,"(During Reverse Arm Lock) 2, 3, 1+2, 3+4, 1+2",-,-,-,-,-,-,-,-,"9, 21",-,+3,KND,-,-,-,-,1+2 BREAK / Take 5 damage if broken.
DURING TACKLE,,,,,,,,,,,,,,,,,,
-,(During Tackle) 1 (or 2),-,-,-,-,-,-,-,-,5,-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5",-,-,KND,-,-,-,-,-
-,"(During Tackle) 1/2, 1/2, 1/2, 1/2",-,-,-,-,-,-,-,-,"5, 5, 5, 15",-,-,KND,-,-,-,-,-
SPECIAL,,,,,,,,,,,,,,,,,,
Back Flip,"u/b, b",-,-,-,-,-,-,-,-,-,45,-,-,-,-,-,-,-
Charge,1+2+3+4,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-
Attack Reversal,Time with enemy attack... b+1+3 (or b+2+4),-,-,-,-,"high, mid",-,-,-,30,-,-,KND,-,-,-34,-,-
